loan_amnt,funded_amnt,funded_amnt_inv,term,home_ownership,issue_d
18000,18000,18000,36 months,MORTGAGE,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
22250,22250,22200,60 months,RENT,Dec-2011
24000,24000,23975,60 months,RENT,Dec-2011
11200,11200,11200,36 months,RENT,Dec-2011
7000,7000,7000,36 months,RENT,Dec-2011
8000,8000,8000,36 months,RENT,Dec-2011
22500,22500,22475,60 months,RENT,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
22000,22000,22000,36 months,RENT,Dec-2011
6200,6200,6200,36 months,MORTGAGE,Dec-2011
15900,15900,15900,36 months,MORTGAGE,Dec-2011
5000,5000,5000,36 months,MORTGAGE,Dec-2011
16000,16000,16000,36 months,MORTGAGE,Dec-2011
5000,5000,5000,36 months,RENT,Dec-2011
3150,3150,3150,36 months,RENT,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
28000,28000,28000,36 months,MORTGAGE,Dec-2011
5000,5000,5000,36 months,RENT,Dec-2011
3000,3000,3000,36 months,MORTGAGE,Dec-2011
3000,3000,3000,36 months,MORTGAGE,Dec-2011
8400,8400,8400,36 months,RENT,Dec-2011
7000,7000,7000,36 months,MORTGAGE,Dec-2011
18550,11600,11575,60 months,RENT,Dec-2011
2000,2000,2000,36 months,MORTGAGE,Dec-2011
12000,9600,9600,60 months,RENT,Dec-2011
8575,8575,8575,36 months,MORTGAGE,Dec-2011
28000,18625,18600,60 months,MORTGAGE,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
25000,25000,25000,36 months,MORTGAGE,Dec-2011
8000,8000,8000,36 months,RENT,Dec-2011
16000,16000,15975,60 months,MORTGAGE,Dec-2011
25000,25000,24975,36 months,MORTGAGE,Dec-2011
2000,2000,2000,36 months,RENT,Dec-2011
16800,16800,16800,36 months,RENT,Dec-2011
8000,8000,8000,36 months,MORTGAGE,Dec-2011
12000,12000,12000,60 months,MORTGAGE,Dec-2011
11000,11000,11000,36 months,MORTGAGE,Dec-2011
5000,5000,5000,36 months,MORTGAGE,Dec-2011
18000,18000,18000,36 months,OWN,Dec-2011
10000,10000,10000,36 months,OWN,Dec-2011
5000,5000,5000,36 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
25000,25000,25000,36 months,RENT,Dec-2011
2400,2400,2400,36 months,MORTGAGE,Dec-2011
3000,3000,3000,36 months,MORTGAGE,Dec-2011
7700,7700,7700,36 months,RENT,Dec-2011
2400,2400,2400,36 months,OWN,Dec-2011
18500,11925,11900,60 months,MORTGAGE,Dec-2011
5000,5000,5000,36 months,OWN,Dec-2011
14000,14000,14000,36 months,MORTGAGE,Dec-2011
24500,24500,24475,60 months,RENT,Dec-2011
2400,2400,2400,36 months,MORTGAGE,Dec-2011
1800,1800,1800,36 months,RENT,Dec-2011
22200,22200,22200,36 months,RENT,Dec-2011
21400,21400,21400,60 months,RENT,Dec-2011
13000,13000,13000,36 months,RENT,Dec-2011
8000,8000,8000,36 months,RENT,Dec-2011
3600,3600,3600,36 months,MORTGAGE,Dec-2011
12375,12375,12375,60 months,RENT,Dec-2011
9400,9400,9400,36 months,RENT,Dec-2011
9600,9600,9600,36 months,MORTGAGE,Dec-2011
17000,17000,17000,36 months,RENT,Dec-2011
25000,17275,17250,60 months,MORTGAGE,Dec-2011
16950,16950,16950,60 months,MORTGAGE,Dec-2011
30000,19275,19250,60 months,MORTGAGE,Dec-2011
10800,10800,10800,36 months,MORTGAGE,Dec-2011
6000,6000,6000,36 months,RENT,Dec-2011
35000,35000,35000,36 months,MORTGAGE,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
15000,15000,15000,60 months,RENT,Dec-2011
5000,5000,5000,36 months,RENT,Dec-2011
3000,3000,3000,60 months,RENT,Dec-2011
7100,7100,7100,36 months,RENT,Dec-2011
12000,12000,12000,36 months,MORTGAGE,Dec-2011
22400,22400,22400,60 months,RENT,Dec-2011
5825,5825,5825,36 months,RENT,Dec-2011
22250,22250,22250,36 months,RENT,Dec-2011
18000,18000,18000,60 months,RENT,Dec-2011
6000,6000,6000,36 months,RENT,Dec-2011
7650,7650,7650,36 months,RENT,Dec-2011
21000,21000,21000,60 months,RENT,Dec-2011
20675,20675,20650,60 months,RENT,Dec-2011
13200,13200,13200,36 months,MORTGAGE,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
20000,12500,12475,60 months,RENT,Dec-2011
15000,15000,14975,36 months,RENT,Dec-2011
27050,27050,27025,60 months,MORTGAGE,Dec-2011
22500,22500,22500,60 months,MORTGAGE,Dec-2011
20500,20500,20475,60 months,RENT,Dec-2011
12800,12800,12800,36 months,MORTGAGE,Dec-2011
27575,27575,27575,36 months,MORTGAGE,Dec-2011
7000,7000,7000,36 months,RENT,Dec-2011
7600,7600,7575,60 months,RENT,Dec-2011
29000,29000,29000,60 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
14125,14125,14125,36 months,RENT,Dec-2011
12000,12000,12000,36 months,MORTGAGE,Dec-2011
9575,9575,9575,36 months,RENT,Dec-2011
12000,8900,8900,60 months,RENT,Dec-2011
12000,12000,12000,36 months,MORTGAGE,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
25000,25000,25000,60 months,MORTGAGE,Dec-2011
24000,24000,24000,36 months,RENT,Dec-2011
14575,14575,14575,36 months,RENT,Dec-2011
9000,9000,9000,36 months,MORTGAGE,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
7125,7125,7125,36 months,RENT,Dec-2011
15000,15000,15000,60 months,RENT,Dec-2011
13000,13000,13000,36 months,RENT,Dec-2011
12000,12000,12000,60 months,RENT,Dec-2011
18000,18000,17975,60 months,RENT,Dec-2011
30000,30000,29975,60 months,RENT,Dec-2011
21600,21600,21600,36 months,MORTGAGE,Dec-2011
7600,7600,7600,60 months,OWN,Dec-2011
7000,7000,7000,36 months,RENT,Dec-2011
7000,7000,7000,36 months,RENT,Dec-2011
3600,3600,3600,36 months,MORTGAGE,Dec-2011
3500,3500,3500,36 months,MORTGAGE,Dec-2011
5000,5000,5000,36 months,RENT,Dec-2011
10000,10000,10000,36 months,MORTGAGE,Dec-2011
4500,4500,4500,36 months,OWN,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
12000,12000,12000,60 months,RENT,Dec-2011
10700,10700,10700,36 months,RENT,Dec-2011
6000,6000,6000,36 months,RENT,Dec-2011
20000,20000,20000,36 months,RENT,Dec-2011
10800,10800,10775,60 months,RENT,Dec-2011
25000,16050,16050,60 months,RENT,Dec-2011
20000,20000,19975,60 months,RENT,Dec-2011
3600,3600,3600,36 months,RENT,Dec-2011
6000,6000,5975,36 months,RENT,Dec-2011
10375,10375,10375,36 months,RENT,Dec-2011
25000,25000,24975,36 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
10000,8650,8650,60 months,RENT,Dec-2011
5600,5600,5600,36 months,OWN,Dec-2011
6000,6000,6000,36 months,RENT,Dec-2011
8000,8000,8000,36 months,RENT,Dec-2011
35000,21800,21775,60 months,RENT,Dec-2011
10000,10000,10000,36 months,MORTGAGE,Dec-2011
11000,11000,11000,36 months,RENT,Dec-2011
5000,5000,5000,36 months,MORTGAGE,Dec-2011
6500,6500,6500,36 months,RENT,Dec-2011
20000,20000,20000,60 months,RENT,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
8250,8250,8250,60 months,RENT,Dec-2011
21000,21000,21000,36 months,MORTGAGE,Dec-2011
8400,8400,8400,36 months,RENT,Dec-2011
7000,7000,7000,36 months,RENT,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
7200,7200,7200,36 months,RENT,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
12800,12800,12750,60 months,RENT,Dec-2011
3050,3050,3050,36 months,RENT,Dec-2011
9000,9000,9000,36 months,RENT,Dec-2011
10000,10000,10000,36 months,OWN,Dec-2011
10000,10000,10000,36 months,MORTGAGE,Dec-2011
10000,10000,10000,36 months,MORTGAGE,Dec-2011
8500,8500,8500,36 months,RENT,Dec-2011
35000,21275,21250,60 months,RENT,Dec-2011
7200,7200,7200,60 months,RENT,Dec-2011
21000,21000,20975,60 months,MORTGAGE,Dec-2011
27000,27000,27000,36 months,OWN,Dec-2011
28625,28625,28600,60 months,OWN,Dec-2011
4000,4000,4000,36 months,RENT,Dec-2011
7300,7300,7300,36 months,RENT,Dec-2011
18000,18000,18000,36 months,MORTGAGE,Dec-2011
5000,5000,5000,36 months,OWN,Dec-2011
6500,6500,6500,60 months,MORTGAGE,Dec-2011
14100,14100,14100,60 months,RENT,Dec-2011
35000,22050,22050,60 months,MORTGAGE,Dec-2011
10000,10000,10000,36 months,MORTGAGE,Dec-2011
3000,3000,3000,36 months,RENT,Dec-2011
25000,15325,15325,60 months,RENT,Dec-2011
28000,28000,28000,36 months,MORTGAGE,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
11000,11000,10975,36 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
5000,5000,5000,36 months,MORTGAGE,Dec-2011
5000,5000,5000,36 months,RENT,Dec-2011
5000,5000,5000,36 months,RENT,Dec-2011
6000,6000,6000,36 months,RENT,Dec-2011
5000,5000,5000,36 months,MORTGAGE,Dec-2011
20050,20050,20025,36 months,RENT,Dec-2011
7000,7000,7000,36 months,RENT,Dec-2011
25000,25000,25000,36 months,RENT,Dec-2011
3000,3000,3000,36 months,RENT,Dec-2011
8400,8400,8400,36 months,RENT,Dec-2011
24925,24925,24900,60 months,RENT,Dec-2011
5000,5000,5000,36 months,MORTGAGE,Dec-2011
12000,12000,12000,60 months,RENT,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
13200,13200,13200,36 months,MORTGAGE,Dec-2011
6000,6000,6000,36 months,RENT,Dec-2011
10000,10000,10000,36 months,MORTGAGE,Dec-2011
17500,17500,17500,60 months,RENT,Dec-2011
6500,6500,6500,36 months,RENT,Dec-2011
10000,10000,10000,36 months,MORTGAGE,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
12375,12375,12375,36 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
20000,20000,19975,60 months,RENT,Dec-2011
4400,4400,4400,36 months,RENT,Dec-2011
25000,25000,25000,36 months,MORTGAGE,Dec-2011
14125,14125,14125,36 months,MORTGAGE,Dec-2011
35000,21825,21825,60 months,MORTGAGE,Dec-2011
13600,13600,13600,60 months,RENT,Dec-2011
20000,20000,20000,60 months,RENT,Dec-2011
18000,18000,18000,36 months,OWN,Dec-2011
13000,13000,12975,60 months,OWN,Dec-2011
35000,35000,35000,36 months,MORTGAGE,Dec-2011
35000,35000,35000,36 months,MORTGAGE,Dec-2011
12000,12000,12000,60 months,RENT,Dec-2011
7200,7200,7200,36 months,MORTGAGE,Dec-2011
25000,15925,15925,60 months,MORTGAGE,Dec-2011
4000,4000,4000,36 months,RENT,Dec-2011
7000,7000,7000,36 months,RENT,Dec-2011
15000,15000,15000,36 months,MORTGAGE,Dec-2011
12800,12800,12800,60 months,RENT,Dec-2011
35000,21350,21325,60 months,MORTGAGE,Dec-2011
15000,15000,15000,60 months,RENT,Dec-2011
7200,7200,7200,36 months,RENT,Dec-2011
13000,13000,13000,36 months,RENT,Dec-2011
28000,28000,28000,36 months,RENT,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
16000,16000,16000,60 months,RENT,Dec-2011
14000,14000,14000,36 months,RENT,Dec-2011
11500,11500,11500,36 months,RENT,Dec-2011
10500,10500,10500,36 months,MORTGAGE,Dec-2011
14400,14400,14400,36 months,OWN,Dec-2011
16000,16000,15943.142108917797,36 months,RENT,Dec-2011
5375,5375,5375,36 months,RENT,Dec-2011
12000,12000,12000,36 months,MORTGAGE,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
17000,17000,16975,36 months,MORTGAGE,Dec-2011
30000,30000,28871.442932163445,60 months,RENT,Dec-2011
13000,13000,13000,36 months,RENT,Dec-2011
7125,7125,7125,36 months,MORTGAGE,Dec-2011
14000,14000,14000,60 months,RENT,Dec-2011
8000,8000,8000,36 months,RENT,Dec-2011
12500,12500,12500,36 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
12000,8175,8175,60 months,RENT,Dec-2011
14000,14000,14000,36 months,RENT,Dec-2011
7500,7500,7500,36 months,RENT,Dec-2011
19200,19200,19150,36 months,MORTGAGE,Dec-2011
9000,9000,9000,36 months,MORTGAGE,Dec-2011
16000,16000,15975,60 months,MORTGAGE,Dec-2011
20000,20000,20000,36 months,RENT,Dec-2011
9000,9000,9000,36 months,MORTGAGE,Dec-2011
9600,9600,9550,36 months,RENT,Dec-2011
12000,12000,12000,60 months,MORTGAGE,Dec-2011
18000,12325,12325,60 months,MORTGAGE,Dec-2011
1000,1000,1000,36 months,RENT,Dec-2011
15000,15000,15000,36 months,RENT,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
12000,12000,12000,60 months,RENT,Dec-2011
14000,14000,14000,36 months,MORTGAGE,Dec-2011
15600,15600,15600,60 months,RENT,Dec-2011
10000,10000,9994.503972291225,36 months,RENT,Dec-2011
7200,7200,7200,36 months,RENT,Dec-2011
22250,22250,22250,60 months,MORTGAGE,Dec-2011
13250,13250,13250,60 months,RENT,Dec-2011
26400,16725,16725,60 months,MORTGAGE,Dec-2011
11000,11000,11000,36 months,RENT,Dec-2011
9600,9600,9600,36 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
7000,7000,7000,60 months,OWN,Dec-2011
11000,11000,11000,36 months,MORTGAGE,Dec-2011
13000,13000,13000,60 months,MORTGAGE,Dec-2011
5000,5000,5000,36 months,OWN,Dec-2011
6000,6000,6000,36 months,RENT,Dec-2011
3000,3000,3000,36 months,RENT,Dec-2011
8200,8200,8200,60 months,RENT,Dec-2011
17000,17000,17000,36 months,OWN,Dec-2011
5000,5000,5000,36 months,MORTGAGE,Dec-2011
6400,6400,6400,36 months,OWN,Dec-2011
13000,13000,13000,36 months,RENT,Dec-2011
18000,18000,18000,60 months,RENT,Dec-2011
16000,16000,16000,60 months,MORTGAGE,Dec-2011
13200,13200,13175,60 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
15000,15000,15000,60 months,RENT,Dec-2011
5000,5000,5000,36 months,RENT,Dec-2011
7200,7200,7200,36 months,RENT,Dec-2011
15000,15000,14975,36 months,RENT,Dec-2011
15700,9875,9875,60 months,MORTGAGE,Dec-2011
5000,5000,5000,60 months,RENT,Dec-2011
9600,9600,9600,36 months,MORTGAGE,Dec-2011
16000,16000,16000,60 months,RENT,Dec-2011
35000,22875,22875,60 months,MORTGAGE,Dec-2011
21000,21000,21000,60 months,MORTGAGE,Dec-2011
12000,8225,8225,60 months,RENT,Dec-2011
6000,6000,6000,36 months,RENT,Dec-2011
20000,20000,19975,60 months,MORTGAGE,Dec-2011
6000,6000,6000,36 months,MORTGAGE,Dec-2011
7150,7150,7150,36 months,RENT,Dec-2011
13000,13000,13000,60 months,RENT,Dec-2011
32000,32000,32000,36 months,RENT,Dec-2011
8000,8000,8000,36 months,OWN,Dec-2011
15500,15500,15500,60 months,RENT,Dec-2011
7000,7000,7000,36 months,RENT,Dec-2011
12000,12000,12000,36 months,MORTGAGE,Dec-2011
10400,10400,10400,36 months,RENT,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
8000,5050,5050,60 months,MORTGAGE,Dec-2011
16000,16000,16000,36 months,MORTGAGE,Dec-2011
4500,4500,4500,36 months,RENT,Dec-2011
5000,5000,5000,36 months,RENT,Dec-2011
3600,3600,3600,36 months,RENT,Dec-2011
30000,18550,18550,60 months,RENT,Dec-2011
21000,21000,21000,36 months,MORTGAGE,Dec-2011
7000,7000,7000,36 months,RENT,Dec-2011
17475,17475,17450,60 months,MORTGAGE,Dec-2011
27575,17350,17325,60 months,MORTGAGE,Dec-2011
7000,7000,7000,60 months,MORTGAGE,Dec-2011
15000,15000,15000,36 months,RENT,Dec-2011
2250,2250,2250,36 months,RENT,Dec-2011
17050,17050,17050,36 months,MORTGAGE,Dec-2011
16500,16500,16500,36 months,RENT,Dec-2011
35000,35000,34975,60 months,MORTGAGE,Dec-2011
3250,3250,3250,36 months,RENT,Dec-2011
7000,7000,7000,36 months,MORTGAGE,Dec-2011
24000,24000,23919.589515760996,36 months,MORTGAGE,Dec-2011
13200,13200,13200,36 months,RENT,Dec-2011
22750,22750,22725,36 months,OWN,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
30000,30000,30000,36 months,MORTGAGE,Dec-2011
1200,1200,1200,36 months,RENT,Dec-2011
4800,4800,4800,36 months,RENT,Dec-2011
18000,18000,17975,60 months,RENT,Dec-2011
7200,7200,7200,36 months,RENT,Dec-2011
15000,15000,15000,36 months,OWN,Dec-2011
10500,10500,10500,36 months,RENT,Dec-2011
15000,15000,15000,60 months,OWN,Dec-2011
5000,5000,5000,36 months,MORTGAGE,Dec-2011
12800,12800,12800,60 months,RENT,Dec-2011
4000,4000,4000,36 months,MORTGAGE,Dec-2011
14000,9350,9350,60 months,MORTGAGE,Dec-2011
27000,27000,27000,36 months,MORTGAGE,Dec-2011
15000,15000,15000,36 months,MORTGAGE,Dec-2011
35000,35000,35000,60 months,RENT,Dec-2011
2400,2400,2400,36 months,OWN,Dec-2011
5900,5900,5900,36 months,RENT,Dec-2011
5000,5000,5000,36 months,RENT,Dec-2011
22000,22000,21975,60 months,RENT,Dec-2011
13250,13250,13250,36 months,RENT,Dec-2011
12600,12600,12600,60 months,RENT,Dec-2011
20000,20000,20000,36 months,MORTGAGE,Dec-2011
18000,18000,18000,36 months,MORTGAGE,Dec-2011
19200,19200,19175,36 months,RENT,Dec-2011
7000,7000,7000,36 months,MORTGAGE,Dec-2011
25000,25000,25000,60 months,OWN,Dec-2011
10000,10000,10000,36 months,MORTGAGE,Dec-2011
2250,2250,2250,36 months,MORTGAGE,Dec-2011
23000,23000,23000,36 months,RENT,Dec-2011
6750,6750,6750,36 months,RENT,Dec-2011
10000,10000,10000,36 months,MORTGAGE,Dec-2011
16000,16000,16000,60 months,MORTGAGE,Dec-2011
5600,5600,5600,36 months,RENT,Dec-2011
12000,12000,12000,60 months,RENT,Dec-2011
4800,4800,4800,36 months,OWN,Dec-2011
25000,15700,15675,60 months,MORTGAGE,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
2200,2200,2200,36 months,RENT,Dec-2011
24000,24000,24000,36 months,RENT,Dec-2011
16000,16000,16000,36 months,MORTGAGE,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
10625,10625,10625,36 months,RENT,Dec-2011
9600,9600,9600,36 months,RENT,Dec-2011
7200,7200,7200,36 months,MORTGAGE,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
5000,5000,5000,36 months,RENT,Dec-2011
30000,30000,29092.571628358957,60 months,RENT,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
18000,18000,18000,36 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
10000,10000,9994.464811660222,36 months,RENT,Dec-2011
26000,26000,26000,36 months,MORTGAGE,Dec-2011
17475,17475,17475,36 months,RENT,Dec-2011
10400,10400,10400,60 months,MORTGAGE,Dec-2011
10000,10000,9994.503972291225,36 months,RENT,Dec-2011
17250,17250,17250,36 months,RENT,Dec-2011
10000,10000,10000,36 months,MORTGAGE,Dec-2011
12000,12000,12000,60 months,RENT,Dec-2011
6000,6000,6000,60 months,OWN,Dec-2011
19075,19075,19075,60 months,RENT,Dec-2011
20000,20000,20000,36 months,MORTGAGE,Dec-2011
24000,24000,23975,36 months,RENT,Dec-2011
17200,17200,17200,60 months,MORTGAGE,Dec-2011
15000,15000,15000,36 months,MORTGAGE,Dec-2011
10625,10625,10625,36 months,RENT,Dec-2011
8400,8400,8400,36 months,RENT,Dec-2011
28000,28000,28000,60 months,RENT,Dec-2011
16000,16000,16000,36 months,MORTGAGE,Dec-2011
18000,11000,11000,60 months,MORTGAGE,Dec-2011
15000,15000,15000,36 months,MORTGAGE,Dec-2011
20675,12625,12625,60 months,MORTGAGE,Dec-2011
13225,13225,13225,36 months,MORTGAGE,Dec-2011
11775,11775,11775,36 months,RENT,Dec-2011
16400,16400,16375,60 months,RENT,Dec-2011
10075,10075,10075,36 months,MORTGAGE,Dec-2011
10000,10000,9975,36 months,RENT,Dec-2011
14000,14000,14000,36 months,MORTGAGE,Dec-2011
13000,13000,12994.464788896371,36 months,RENT,Dec-2011
15000,15000,15000,36 months,RENT,Dec-2011
5000,5000,5000,60 months,MORTGAGE,Dec-2011
9350,9350,9350,36 months,MORTGAGE,Dec-2011
30000,18275,18275,60 months,MORTGAGE,Dec-2011
18225,18225,18225,36 months,RENT,Dec-2011
18000,18000,18000,60 months,MORTGAGE,Dec-2011
3600,3600,3600,36 months,MORTGAGE,Dec-2011
29000,29000,27884.92262040979,60 months,MORTGAGE,Dec-2011
5000,5000,5000,36 months,OWN,Dec-2011
6400,6400,6400,36 months,RENT,Dec-2011
12000,12000,12000,60 months,RENT,Dec-2011
35000,35000,35000,36 months,MORTGAGE,Dec-2011
18000,18000,18000,36 months,MORTGAGE,Dec-2011
8075,8075,8050,60 months,MORTGAGE,Dec-2011
15625,15625,15625,36 months,MORTGAGE,Dec-2011
24000,24000,23994.711329215199,36 months,RENT,Dec-2011
5000,5000,5000,36 months,MORTGAGE,Dec-2011
14000,9200,9200,60 months,MORTGAGE,Dec-2011
6000,6000,6000,60 months,RENT,Dec-2011
7200,7200,7200,36 months,RENT,Dec-2011
5000,5000,5000,36 months,RENT,Dec-2011
6600,6600,6600,36 months,RENT,Dec-2011
7000,7000,7000,36 months,MORTGAGE,Dec-2011
20000,20000,20000,36 months,RENT,Dec-2011
8000,8000,8000,36 months,RENT,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
20000,20000,19975,36 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
16000,10175,10150,60 months,RENT,Dec-2011
10000,10000,10000,36 months,MORTGAGE,Dec-2011
18000,18000,18000,36 months,RENT,Dec-2011
4000,4000,4000,36 months,RENT,Dec-2011
15000,15000,15000,36 months,RENT,Dec-2011
10000,10000,10000,60 months,OWN,Dec-2011
29500,17900,17850,60 months,RENT,Dec-2011
20125,20125,20100,60 months,MORTGAGE,Dec-2011
30000,18375,18375,60 months,RENT,Dec-2011
24000,24000,24000,36 months,OWN,Dec-2011
14000,14000,13950,60 months,RENT,Dec-2011
5375,5375,5375,36 months,MORTGAGE,Dec-2011
8300,8300,8300,36 months,RENT,Dec-2011
7000,7000,7000,36 months,OWN,Dec-2011
2425,2425,2425,36 months,OWN,Dec-2011
6950,6950,6950,36 months,RENT,Dec-2011
12375,12375,12344.464784757547,36 months,OWN,Dec-2011
35000,35000,33906.194197771889,60 months,MORTGAGE,Dec-2011
14000,14000,14000,60 months,RENT,Dec-2011
14000,14000,14000,36 months,RENT,Dec-2011
5500,5500,5500,36 months,RENT,Dec-2011
4800,4800,4800,36 months,RENT,Dec-2011
9000,9000,9000,36 months,RENT,Dec-2011
16000,16000,16000,36 months,OWN,Dec-2011
5000,5000,5000,36 months,MORTGAGE,Dec-2011
35000,22050,22025,60 months,MORTGAGE,Dec-2011
18500,18500,18500,36 months,MORTGAGE,Dec-2011
5350,5350,5350,36 months,MORTGAGE,Dec-2011
25000,25000,24975,60 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
12000,12000,12000,36 months,RENT,Dec-2011
18000,18000,17994.464811660222,36 months,MORTGAGE,Dec-2011
3000,3000,3000,36 months,MORTGAGE,Dec-2011
6000,6000,6000,36 months,RENT,Dec-2011
20000,20000,19975,60 months,RENT,Dec-2011
35000,22600,22575,60 months,MORTGAGE,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
12000,9650,9650,60 months,RENT,Dec-2011
5875,5875,5875,36 months,OWN,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
28000,28000,28000,36 months,MORTGAGE,Dec-2011
11200,11200,11200,36 months,RENT,Dec-2011
10000,10000,10000,36 months,RENT,Dec-2011
20000,20000,19975,60 months,RENT,Dec-2011
9450,9450,9450,36 months,RENT,Dec-2011
19000,19000,19000,60 months,OWN,Dec-2011
18825,18825,18825,60 months,MORTGAGE,Dec-2011
20400,20400,20375,60 months,RENT,Dec-2011
21650,21650,21650,36 months,MORTGAGE,Dec-2011
